Review,sentiment
Well...my childhood friend came all the way from my hometown and he is a huge foodie. So when he told me to meet him for lunch...I knew where I had to take him..even if there was a 45 mins wait..which actually kinda helped us as we grabbed dessert..nolen gurer ice cream..before lunch!! Peter Cat has a different level of standard for sure...food was amazing..and very filling. And the best part was...my friend loved it.,positive
"Went there to celebrate the B-Day of one of my bestie! This place was easy to locate! The dark ambience, royal chairs n the food, blowed all of our minds! We had chicken steak, grilled chicken sizzler, fried chicken, chicken irani kebab, reshmi kebab, Peter cat spl ice-cream, virgin mojito, strawberry shake! Food was super tasty! 🤑😍",positive
"This place in park Street always has its own charm. Be it the decor or the hospitality. First and the foremost this place serves real good food just try to look beyond the classic chelo kebabs. Try their bhetki fish meuniere i can bet you will patronize this more than you did for chelo! Also try their indian spread... Its class apart. Be it the tandoori chicken, chicken bharta or the mutton Rogan Josh! Such perfection done to taste and at such an unbelievable price! Last and the most important definitely try their fish fingers... You can't stop at one! We order two plates of it... The tartar sauce is a killer! A very nice experience altogether and remains a kolkata classic as always.",positive
I love this dish a lot known as Chelo kabab.. & Chicken Sizzler. Staff were OK type. If u arrive in perk timing.. You gotta wait outside cuz its crowded AF ! Food was tasty.. Overall good Experience 🔥,positive
"Iran never fails to amaze the world with its delicacies. And the Iranian Cuisine isn't Iranian at all without the famous Chelo kebab. . . . For chelo, the rice is parboiled, and then fried in a pan, covered with a cloth, and steamed with butter and salt, creating a crispy, golden crust on the bottom. . . . This is served with Iranian Kebabs (the platter has both chicken and mutton kebabs) , butter poached egg and tomatoes and a shiny chunk of butter. . . From : ""yes, as most foodies guessed it right"". None other than PETER CAT . . . For a pocket pinch of 405 bucks",positive
This iconic place in kolkata was on my list way before i landed in the city. We were lucky to not get any wait time. The service was decent and the chelo kabab was good. We paired it with some cold buds. Food: 4/5 Ambience: 2/5 (it was too cold!) Service: 4/5,positive
"The legendary outlet, best know for its Iranian-style cheli kababs...a must try. We aldo ordered chicken steak, chicken irani kaba, tandoori kabab, bloody mary and tom collins. The waiters were warm and welcoming and nicely dressed in rajasthani style. We had a great time.",positive
"Pleasant Decor. Delicious Chello Kebab. The butter rice and the sausages were very satisfying to eat. Succulent Chicken Tikkas. Last but not the least Chicken steak Sizzler, served sizzling hot with veggies and brown sauce. Amazing to have . And the chicken portion was filling. However the rice in Chello was low in quantity. Could have gorged more . A worthwhile experience. Pocket pinch on the higher side. Total bill around 1200/-",positive
There is nothing new to add apart from saying Chello kabab is ❤️. Cooked to perfection,positive
"They menu here is rich in continental items and dishes. Hence you get to try a wide range of steaks, salads and sizzlers here both in meat and seafood. But the Indian dishes are a tad on the weaker side as per my experience.",positive
Well...my childhood friend came all the way from my hometown and he is a huge foodie. So when he told me to meet him for lunch...I knew where I had to take him..even if there was a 45 mins wait..which actually kinda helped us as we grabbed dessert..nolen gurer ice cream..before lunch!! Peter Cat has a different level of standard for sure...food was amazing..and very filling. And the best part was...my friend loved it.,positive
"Went there to celebrate the B-Day of one of my bestie! This place was easy to locate! The dark ambience, royal chairs n the food, blowed all of our minds! We had chicken steak, grilled chicken sizzler, fried chicken, chicken irani kebab, reshmi kebab, Peter cat spl ice-cream, virgin mojito, strawberry shake! Food was super tasty! 🤑😍",positive
"This place in park Street always has its own charm. Be it the decor or the hospitality. First and the foremost this place serves real good food just try to look beyond the classic chelo kebabs. Try their bhetki fish meuniere i can bet you will patronize this more than you did for chelo! Also try their indian spread... Its class apart. Be it the tandoori chicken, chicken bharta or the mutton Rogan Josh! Such perfection done to taste and at such an unbelievable price! Last and the most important definitely try their fish fingers... You can't stop at one! We order two plates of it... The tartar sauce is a killer! A very nice experience altogether and remains a kolkata classic as always.",positive
I love this dish a lot known as Chelo kabab.. & Chicken Sizzler. Staff were OK type. If u arrive in perk timing.. You gotta wait outside cuz its crowded AF ! Food was tasty.. Overall good Experience 🔥,positive
"Iran never fails to amaze the world with its delicacies. And the Iranian Cuisine isn't Iranian at all without the famous Chelo kebab. . . . For chelo, the rice is parboiled, and then fried in a pan, covered with a cloth, and steamed with butter and salt, creating a crispy, golden crust on the bottom. . . . This is served with Iranian Kebabs (the platter has both chicken and mutton kebabs) , butter poached egg and tomatoes and a shiny chunk of butter. . . From : ""yes, as most foodies guessed it right"". None other than PETER CAT . . . For a pocket pinch of 405 bucks",positive
This iconic place in kolkata was on my list way before i landed in the city. We were lucky to not get any wait time. The service was decent and the chelo kabab was good. We paired it with some cold buds. Food: 4/5 Ambience: 2/5 (it was too cold!) Service: 4/5,positive
"The legendary outlet, best know for its Iranian-style cheli kababs...a must try. We aldo ordered chicken steak, chicken irani kaba, tandoori kabab, bloody mary and tom collins. The waiters were warm and welcoming and nicely dressed in rajasthani style. We had a great time.",positive
"Pleasant Decor. Delicious Chello Kebab. The butter rice and the sausages were very satisfying to eat. Succulent Chicken Tikkas. Last but not the least Chicken steak Sizzler, served sizzling hot with veggies and brown sauce. Amazing to have . And the chicken portion was filling. However the rice in Chello was low in quantity. Could have gorged more . A worthwhile experience. Pocket pinch on the higher side. Total bill around 1200/-",positive
There is nothing new to add apart from saying Chello kabab is ❤️. Cooked to perfection,positive
"I love everything about this right from the typical Bengali ambience to the every dishes they cook.. Have visited this place so many times and never got disappointed.. Now having a puja special buffet in 6 Ballygunge place becomes a puja ritual for me. it was so good, what was not there bhetki, panda, chicken ,mutton, prawn, egg, chitol and their aampora sharbat wass too good..I asked it for thrice and they happily served it.. Food : 5/5 Ambience : 5/5 Service : 5/5 Value for money. : 5/5",positive
"We visited this place seeing that it was one of the most highly rated places for authentic bengali cuisine. The food was buffet. There were a good amount of choices and variety to choose from. The food was tasty too. Unfortunately, after our dessert, we found an extra ingredient in the form of A HAIR. We pointed it out to the management who were sincere enough to apologise and discount one meal. I appreciate the effort made my the service team, but it spoilt the entire experience of eating at such an expensive and highly rated restaurant. Food: 1/5 Drinks: 4/5 Ambience: 3/5 Service: 4/5",negative
"This place needs no introduction! We had the buffet on the day of Panchami during Durga Pujo and it was great! A special shoutout to the excellent bhetki paturi! The serveres were extremely courteous and helpful. All in all, it was a great experience.",positive
"Yesterday we went 6 Ballygunge Place to have our dinner. It was very crowded then and during puja season there is only buffet no Alakarte. They offered Rice, Polao, Kumro bhorta, Alur dom, Chanar dalna, Chingri macher malaikari, Bhetki paturi, Chicken rezala, Mutton duckbunglow, chatni, papad, gulab jamun, dilkhus sandesh, misti doi. They also served Ghol, Gondhoraj chicken fry, Begun bhaja and Luchi at table. The food was just fantastic. Nothing to say about their quality. We saw famous bangali actor Biswajit Chakroborty eating just besi our table with his family. Over all the food, the environment made our evening fabulous.",positive
"We went to 6 ballygauge place on mahalaya and had the mahalaya special buffet.There were great vareity of items like prawn, chitol manch, mutton and chicken.The spread was just perfect..Along with the spread they were serving chicken fries and sharbat..Have given a picture of the mahalaya special buffet menu..It was a very good experience and the staffs are very welcoming and courteous..",positive
"The place was no doubt amazing . Loved the theme and the aesthetic bengali setting . We had a Saturday buffet lunch here and the menu was nothing but all hearts for a Bengali soul . What I liked from the menu : For starters : I loved the Chicken Fries . Kachori was also good . Moving to the Main Course : Chingri Malaikari was good but somehow didn't match my expectations as the gravy lacked that coconutty malaikari taste. The Mutton was amazing . A perfect dry mutton kosha for the weekend . Chitol maacher moitha was another dish to delish . Must try if you're a fish lover. For Desserts: Need not say more about the desserts . Bengali desserts always makes us spellbound . We had Malpua, baked mihidana with rabdi and misti doi.",positive
"Had this place in my bucket list for a long time and I am very happy with the experience that I had. Courteous behaviour starts right from the gentleman posted as a guard at the gates and ends right up to the manager. True ""BANGALIANA"" ambience in a rajbari themed seating area with hints of nostalgia by a gramophone and an old dial-telephone by the stairs. Though a little bit pricey but the food are absolutely lip-smacking with a very welcoming service. They have both buffet and a-la-carte menu. I opted for the later. In frame: •Chitagong fried pomfret •Loochi •Chholar dal •Steamed rice •Posto narkel bora •Bhetki paturi •Kosha Mangsho •Gondhoraaj ghol •Nolen gurer ice-cream It was a pleasurable experience and highly recommended for a visit.",positive
"'6 bullygunj place'..a very well known place to serve authentic bengali dishes and this place doesn't need any type of introduction anymore..Royal ambience,Finest quality food,Delicious menu,Courteous staff,neat and classic bengali decor in short everything that makes a Food Joint best among the lot are there in 6 bullygunj place. Went there last week for lunch and we opted for A-La-Carte instead of buffet this time.All the preparations were so so delicious that we're already planning for an another visit in their place.You'll be amazed with the decor and the way they've set up this place. Service was really fast.Regarding price,well,this place is expensive. Mangsher chop,Chingrir polao,Dhaniya murg,Baked mihidana with raabri..that's all what our tummy could afford😂as we were fighting really hard to finish them off 😂😂 Highly Recommended.",positive
One of the heritage places to try the Bengali cuisine. I had been waiting to try the authentic Bengali dishes. Opted for the non vegetarian buffet. They served us with : • Luchi • Aloo-r dom • Fish fry (bhetki) • Rice • Potol bhaja • Shak • Rohu fish • Mutton • Chatni • Doi • Malpowa The dishes were good. Overall it was a great experience. But a tad bit disappointed with the variety in spread. Starters:,positive
"Well 6 Ballygunge Place isn't just a name anymore. When you wanna tease your tastebuds with the finest Bengali cuisine Kolkata has to offer, look nowhere else than here. I personally prefer their buffet as you can try all of their delicacies. Be it the refreshing Gondhoraj Ghol or the soft n light Luchi n Begun Bhaja or the Lal Murgi you are going to have a tough time finding what's the best. Even though I've been here so many times, am still looking forward to the next time. 😋",positive
"I love everything about this right from the typical Bengali ambience to the every dishes they cook.. Have visited this place so many times and never got disappointed.. Now having a puja special buffet in 6 Ballygunge place becomes a puja ritual for me. it was so good, what was not there bhetki, panda, chicken ,mutton, prawn, egg, chitol and their aampora sharbat wass too good..I asked it for thrice and they happily served it.. Food : 5/5 Ambience : 5/5 Service : 5/5 Value for money. : 5/5",positive
"We visited this place seeing that it was one of the most highly rated places for authentic bengali cuisine. The food was buffet. There were a good amount of choices and variety to choose from. The food was tasty too. Unfortunately, after our dessert, we found an extra ingredient in the form of A HAIR. We pointed it out to the management who were sincere enough to apologise and discount one meal. I appreciate the effort made my the service team, but it spoilt the entire experience of eating at such an expensive and highly rated restaurant. Food: 1/5 Drinks: 4/5 Ambience: 3/5 Service: 4/5",negative
"This place needs no introduction! We had the buffet on the day of Panchami during Durga Pujo and it was great! A special shoutout to the excellent bhetki paturi! The serveres were extremely courteous and helpful. All in all, it was a great experience.",positive
"Yesterday we went 6 Ballygunge Place to have our dinner. It was very crowded then and during puja season there is only buffet no Alakarte. They offered Rice, Polao, Kumro bhorta, Alur dom, Chanar dalna, Chingri macher malaikari, Bhetki paturi, Chicken rezala, Mutton duckbunglow, chatni, papad, gulab jamun, dilkhus sandesh, misti doi. They also served Ghol, Gondhoraj chicken fry, Begun bhaja and Luchi at table. The food was just fantastic. Nothing to say about their quality. We saw famous bangali actor Biswajit Chakroborty eating just besi our table with his family. Over all the food, the environment made our evening fabulous.",positive
"We went to 6 ballygauge place on mahalaya and had the mahalaya special buffet.There were great vareity of items like prawn, chitol manch, mutton and chicken.The spread was just perfect..Along with the spread they were serving chicken fries and sharbat..Have given a picture of the mahalaya special buffet menu..It was a very good experience and the staffs are very welcoming and courteous..",positive
"The place was no doubt amazing . Loved the theme and the aesthetic bengali setting . We had a Saturday buffet lunch here and the menu was nothing but all hearts for a Bengali soul . What I liked from the menu : For starters : I loved the Chicken Fries . Kachori was also good . Moving to the Main Course : Chingri Malaikari was good but somehow didn't match my expectations as the gravy lacked that coconutty malaikari taste. The Mutton was amazing . A perfect dry mutton kosha for the weekend . Chitol maacher moitha was another dish to delish . Must try if you're a fish lover. For Desserts: Need not say more about the desserts . Bengali desserts always makes us spellbound . We had Malpua, baked mihidana with rabdi and misti doi.",positive
"Had this place in my bucket list for a long time and I am very happy with the experience that I had. Courteous behaviour starts right from the gentleman posted as a guard at the gates and ends right up to the manager. True ""BANGALIANA"" ambience in a rajbari themed seating area with hints of nostalgia by a gramophone and an old dial-telephone by the stairs. Though a little bit pricey but the food are absolutely lip-smacking with a very welcoming service. They have both buffet and a-la-carte menu. I opted for the later. In frame: •Chitagong fried pomfret •Loochi •Chholar dal •Steamed rice •Posto narkel bora •Bhetki paturi •Kosha Mangsho •Gondhoraaj ghol •Nolen gurer ice-cream It was a pleasurable experience and highly recommended for a visit.",positive
"'6 bullygunj place'..a very well known place to serve authentic bengali dishes and this place doesn't need any type of introduction anymore..Royal ambience,Finest quality food,Delicious menu,Courteous staff,neat and classic bengali decor in short everything that makes a Food Joint best among the lot are there in 6 bullygunj place. Went there last week for lunch and we opted for A-La-Carte instead of buffet this time.All the preparations were so so delicious that we're already planning for an another visit in their place.You'll be amazed with the decor and the way they've set up this place. Service was really fast.Regarding price,well,this place is expensive. Mangsher chop,Chingrir polao,Dhaniya murg,Baked mihidana with raabri..that's all what our tummy could afford😂as we were fighting really hard to finish them off 😂😂 Highly Recommended.",positive
One of the heritage places to try the Bengali cuisine. I had been waiting to try the authentic Bengali dishes. Opted for the non vegetarian buffet. They served us with : • Luchi • Aloo-r dom • Fish fry (bhetki) • Rice • Potol bhaja • Shak • Rohu fish • Mutton • Chatni • Doi • Malpowa The dishes were good. Overall it was a great experience. But a tad bit disappointed with the variety in spread. Starters:,positive
"Well 6 Ballygunge Place isn't just a name anymore. When you wanna tease your tastebuds with the finest Bengali cuisine Kolkata has to offer, look nowhere else than here. I personally prefer their buffet as you can try all of their delicacies. Be it the refreshing Gondhoraj Ghol or the soft n light Luchi n Begun Bhaja or the Lal Murgi you are going to have a tough time finding what's the best. Even though I've been here so many times, am still looking forward to the next time. 😋",positive
It is a very nice place for people who wants to try pure bengali cuisine. Mutton kosha was the best dish i liked. I liked it very much. I wanted to know the recipe. I would like to thank the chef who made the mutton kosha that awesome. Staffs are very courteous. Yes the place remains full in weekends it better if you book the table before you come. There is place for parking. The ambience is quite nice.,positive
So we went for lunch buffet... It was a gala experience as always. Loved their spread! Especially the pabda shorshe. And their choice of desserts as well.... Very well curated. Puzzled with your weekend lunch scenes?... Just take your family along to this place and have a gala experience!,positive
"Went for a family dinner here ... the ambience was so cozy and soulful... perfect place to fill ur bengali food cravings .. . We ordered a thali, badshahi pulao ,kacha lanka dhaniya chicken, prawn cutlets, gondhoraj chicken ,notibinodini paratha, fulkopir roast and nolengurer rosogolla. . I loved the thali all the dish in the thali was delicious ... I would personally suggest to have that thali . Overall an amazing experience",positive
"Went for Sunday lunch buffet. Menu was- Plain rice Potol bhaja Shukto Moong daal Daal makhani Alu dum Luchi Bhetki paturi Mourola peyaji Salad Chingri preparation Dhonepata chicken Mutton jhol (along with alu) Chatni Papad Sandesh Malai mishti Misti doi Specially well cooked was mourola peyaji, bhetki paturi and mutton. Overall quality was quite standard. We took one extra Daab Chingri separately which tasted really good ( 8 medium sized chingri). Price- 560rs. Buffet price - 840 inclusive of taxes. There was also a complementary cold drink with the food.",positive
If you want to treat yourself like a proper Bangali then this place is just for you.. A royal buffet with a variety of bengali dishes which ensures you that bengali food is the best food till now.. Menu for that day-------- Luchi Potol vaja Cholar daal Alurdom Steamed rice Mung mohan dal Basa paturi Chingri Kancha lanka dhonepata murgi Mangser jhol Chutney Misti doi Papad,positive
"Authentic Bengali cuisine with superb spice mixture and tenderness. Jut amazing and while posting this review I just imagined the food I had that day. Awsm is a small word for this place. Paturi, Prawn, Fish was just amazing. Awsm guys and whoever is visiting Kolkata do visit this place!!!",positive
"এপাশে চিকেন ওপাশে মাটন , মাঝখানে ভরপুর বাঙালীআনা । সোমবারের দুপুর , বৃষ্টিস্নাত কোলকাতা এবং এইসব । মেনুতে ছিল : লুচি ছোলার ডাল ভাত আলু পোস্ত বেগুনি দই পটল রুই মাছের কালিয়া মাটন কষা ( আ হা ) চিকেন কষা চাটনি পাপড় পায়েশ লর্ড চমচম ( দুর্দান্ত ) দাম : ৬৫০ ভেটকী পাতুরি আলাদা নেওয়া মাস্ট ( অসাধারণ ) দাম : ৪৪০ বুফে ভাল তবে মেনু পরিবর্তন করা উচিত ।",positive
This place is heaven on earth. Honestly this outlet serves really tasty food compared to all the others. Service here is excellent. I highly recomend gandharaj chicken mutton kasha and badhsahi pulao. Quantity served is also good. I recomend having dinners family get togethers. One of the best places in calcutta for bengali cuisine..,positive
"Ordered for a delivery via Zomato. So let's jump to the items: 1. Chingri Malaikari (Jumbo Prawn): Great quantity and perfect taste. 2. Chhanar Dalna: Super soft pieces that melt in the mouth. Must try. 3. Doi Ilish: One of the favorite dishes among Bengalis, it had the perfect taste. 4. Kaju Kishmis Pulao: This one could have been better. Not upto my expectations. 5. Kakrar Gal Pethechi: Tried out crab for the first time and it was an amazing experience, thanks to this dish. 6. Chutney of the Day: Got Khejur Aamshotter Chutney and it was a delicacy. Total bill: 3024 bucks. Very prompt delivery. Would love to visit the place some day.",positive
"Best restaurant for famous Bengali dishes. They have a very chosen menu. Please visit if you like bengali food. Good ambience. Hospitality and management was too good. Want to visit again. Coming to the food, we ordered 1. Basanti pulao 2. dhakai pora mutton 3. Steamed rice 4. Dab chingri 5. mangsher chop. 6. Baked pantua.",positive
A family dinner outing on on the evening(21st Oct 2019) after Diwali. Food was awesome special mention for KACHA LANKA DHONEY PATA CHICKEN. Mocktail ANTHONY FIRINGI lived upto its name. Special mention needs to be made about the interiors of the place. It has a Bengali mood decor with contemporary touch. Overall a very nice place to uplift your mood and enjoy your food. Orders Placed: Anthony Firingi (Excellent) Begun Bhaja (Very Good) Chholar Dal (Not Bad) Kacha Lanka Dhoney pata Chicken (Excellent) Dab Chingri (Very Good) Kata Pona Roast (Very Good) Steam Rice Staff were very courteous.Service was Good. Recommended with Family and Friends.,positive
I went their with my family . Our order were - • Posto Narkel Bora • Murshidabadi Chicken • Malai Chingri • Basanti Polao • Kasha Mangsho • Nalengur er Icecream This is the place where you will get the essence of Bengali foods. Most recommended is murshidabadi Chicken ♥️😛. Actually we ordered something different but due to unavailability of that dish as we went their at Night 10 'o clock and it closes at 10:30 so we have to ordered Murshidabadi Chicken although we love it . It's little bit expensive but the food quality is awesome .,positive
"It is such a fabulous value for money buffet at Rs. 800 that you can drop everything else and tuck into the delicacies. The Beguni is sift and crispy, the chicken chop is mildly spicy. The Chingri malaikari is sweet and thick, the Chicken Kasha is spicy and when had with luchi, it's heavenly. The Parshe Maachh is something that you cannot stop at one. Simply put, the seafood is brilliant. But you cannot miss their Ilish Maachh Bhapa. It's gorgeous and unmissable!",positive
"It was Saptami when I went with my family. I liked the ambience and the taste of the food was really great. I tasted all the items as they were having Durga Puja special menu at that time. I really liked the Chingri Malaikari, Bhetki Paturi, Mutton, Fish Cutlet and Aamey Pora Sharbat. We enjoyed our lunch. Great food with Reasonable price. Highly recommended.",positive
"Absolutely horrendous! Went there expecting the same experience which you associate with the original namesake restaurant, but it was a complete disaster... starting from the starters to the main course.To call the food bland would be an understatement.If the main course and starters were bad ,the dessert section was a whole new low..just pathetic rosogollas , misti doi (not mishti at all) and an abomination in the name of sandesh. I do not know about how the A la carte here is, but the buffet is probably the worst I've ever had, Sunday afternoon ruined .",negative
Visited this place few days ago . It's near cc2 new town. We tried their Lunch Buffet on weekdays and it's cost us Rs 650+ tax . The ambiance was really good. I would say it's one of the best 6 Ballygunge place outlet in terms of decoration .. Coming to the food . 6 Ballygunge never offers Starters in their Buffet Menu which is a down side but apart from that each and every item was delicious. The dessert section could have been better as only Mishti doi and Rossogolla was present .no ice cream no other sweets . My suggestion is if they can include some Starters and atleast ice cream with another type of sweets in the buffet menu then it will be a complete Bengali meal . The staffs were well behaved and always offered service with a smile face .,positive
"Definitely belongs to the premium Restaurants which serves Bengali cuisine . The Ambience is just amazing and gives a feeling of Rajbaris of Kolkata. The staffs are too much good and friendly. They are very well behaved and always at your service . The food is beyond words .The Paturi , Dab Chingri , Luchi Cholar Dal are the Must try. Along with the Danya Chicken and Plain Chicken Curry served with Steamed rice is a perfect lunch. The prices are a bit high but can be considered sometimes. Definitely a must visit place... Thank You...",positive
"Yesterday I celebrated my son's first birthday at lunch time here. We opted for buffet and it's truly a delight. Being a bengali you know the taste of every Bengali cuisine and thus it's all perfect.. I personally liked the kumroni luchi cholar dal and kheer malpoa.. apart from that ,chicken mutton and fish preparations were all superb..the ambience takes you back to Bengali Raj Bari with the decor and background. the staffs are very courteous and friendly.. Overall a good experience and great ambience and perfect to celebrate a special day.",positive
If you want to relish authentic Bengali flavours then 6 Ballygunge is the right place. I have been here quite few times and I love the place for its simplicity and authenticity! Coming on to menu.. there's a wide variety of food that is offered. I never miss to order bhetki whenever I am here. Signature Bengali thali is worth a try. And the desserts will steal your heart. I have to agree I have tasted the best Nolengur icecream here.,positive
"This restaurant near the Westside building , some distance away from city centre 2 . Went for lunch . They have a good buffet spread and ala carte also , accompanied by bar . Very spacious and decorative . Tasted ala carte, mutton , chicken , luchi , nolen gurer ice cream .. all tested are very delicious. Must visit once. Although the lunch buffet looks costly.",positive
Today I went to Shimla biryani after listening so much about it in Zomato and YouTube.The festival is going up to 10th of December. The quality and the taste of the dishes we ordered was too good. We ordered one Kachhi Biryani and Murgh Lahore.The combination of the food is too good.One is spicy and the other is sweet.The amount of biryani they serve is enough for two.The chicken pieces are soo Juicy that I can't forget the taste. It's the first time I tried hyderabadi biryani and my first attempt is memorable. But the staff of this restaurant is not at all experienced. But the ambiance of the restaurant is good for family outing... Loved the biryani very much and every biryani lover should give it a try...I assure u that u will not get disheartened.😋😋☺️☺️,positive
"I heard about biryani festival which was going on from 10th November to 10th December. So, we decided to go and taste their new biryani recipe. We ordered chicken reshmi kabab and mutton awadi biryani. Chicken reshmi kabab was horrible. They served biryani in a Eastern pot. The biryani was light and full of dry fruits. The ambiance of the restaurant is really good and their staff's are courteous.",negative
This restaurant is one of the best restaurant for biriyani lover at science City area.. They have started biriyani festival which is going on 10th November to 1oth December .. so we have decided to go to taste some special biriyani .. It is situated near Fortis hospital .. Ambience is too good and classy decor perfect for some family dinner .. We took mutton kachhi biriyani and chicken Lahori .. They served the biriyani in hot earthen pot .. first of all aroma of the biriyani was so good .. quantity of the biriyani for 2 more than enough .. consist of 1 big potato and 1 mutton ..this biriyani was spicy and full of dry fruits .. Chicken Lahori was sweet kind of chicken dish .. perfect combination with kachhi biriyani.. ✨👍,positive
"Went there today as a biriyani festival is going on.the first floor is really well decorated....among the eleven biriyanis we ordered mutton kima biriyani and mutton awadhi biriyani..... Kima biriyani was good...on the spicy side...very less keema pieces and the piece of the mutton was small.... Awadhi biriyani proportion was enough for two..,...but it lacks flavour...only ghee or white oil was coming out of the biriyani...so much unhygienic..,... One thing to note ...do not go by the you tube reviews..they are giving special pieces to them ..to attract more customers...it's a cheating....see the mutton pieces...on the YouTube videos..and see it in reality when you pay your hard earned money...it's totally different experience...kindly don't cheat the customers....give good quality food to them..they thereselfe will praise your food...you need not to feed the YouTubers for free...dada boudi don't allow anyone for eating free .",negative
"Shimla Biryani is a Perfect biryani outlet near ruby, which serves varieties range and types of biryanis along with amazing north Indian foods likes kebabs, and salan items. We had- •Kollata style Chicken Biryani ----- recommended •Hydrabadi Biryani •Awadi Biryani •Keema Biriyani ---- recommended •Shimla Special Biryani Tried so many types of Biryani but my fav was the kolkata style and the keema one. Loved the flavour and tatse. Chicken and mutton pieces in the briyani was very soft and juicy. Also there is a Biryani festival going on till 10th December, where they will the serve the briyani only for 99/- per day for the first 50 customers. So i think that's a great deal. Loved the place and Hospitality.",positive
"If you are a biriyani lover you should definitely visit Shimla Biriyani, near Ruby. This restaurant serves wide varieties of Biriyani and surely one of the best places to have Biriyani in Kolkata. They are currently hosting ""Biriyani Festival"" that starts from today 10th Nov-10th Dec. First 50 people will be able to get biryani only at Rs 99 /- . Also they have exciting coupons and vouchers that customers can win from their Khazaana box. . Items I had: 1) Mutton Keema Biryani -5/5 Price - Rs 255 /- 2) Shimla Special Biryani -4.8/5 Price - Rs 255 /- 3) Mutton Awadhi Biryani -5/5 Price - Rs 399/- 4) Subz Biryani -4.7/5 Price - 170 /- 5) Khasam-Khas Biryani -4.8/5 Price - 250 /- 6) Mutton Kacchi Biryani -5/5 Price - 250 /- 7) Zafrani Biryani -5/5 Price - 255 /-",positive
"Shimla biriyani located near ruby serves amazing food which is absolutely delicious! They have launched there new biriyani festival which is a true delight for all the biriyani lovers out there . More than 10 different types of biriyani to choose from , where the first 50 customers will get biriyani of there choice just at 99 . The offer is limited only for the biriyani festival which starts from 10th November till the 10 th of December . I tried all the different types they had to offer which was really delicious and I would highly recommend all the biriyani lovers to go visit shimla biriyani to taste the royal variety they are offering",positive
So today I and some of my friends had a visit to this place . They serve authentic biriyanis . Around 80-90 seating arrangements available at this outlet. The behaviour of the staffs are also too good. We had tried some of their biriyanis which are as given below 1) Mutton Keema biriyani 2)Shimla special biriyani 3)subz biriyani 4) Khasam khas biriyani 5) Mutton khacchi Biriyani 6) Mutton awadhi biriyani 7)Zafrani biriyani.,positive
"It's 2 minutes walking distance from my home , may be it's my 50th time or more in Shimla Biryani.. Ok so we went there during Durga Puja days for dinner ,we ordered :- 1. Virgin Mojito (8/10) 2. Blue Lagoon (7/10) 3. Butter Naan (5/10) 4. Chicken Fried Rice (8/10) 5. Chicken Manchurian Gravy (9/10) 6. Chili Chicken Gravy (8/10)",positive
"we ordered their special cheese kebab, special mutton biryani,mixed raita and firni..kebab was very tasty, chicken sizes was also big..biryani quantity was good for two,just find a hair in it..raita tasted bad,too much red chilli power made it very spicy..firni was great..staffs were not capable of proper and clean services..served that big length kebab in a small plate,could not manage that onions also..when we are eating biryani,they gave the bill,firni was in front of us..too much fast service..because of that we couldnt take another firni..not expected.",negative
Today I went to Shimla biryani after listening so much about it in Zomato and YouTube.The festival is going up to 10th of December. The quality and the taste of the dishes we ordered was too good. We ordered one Kachhi Biryani and Murgh Lahore.The combination of the food is too good.One is spicy and the other is sweet.The amount of biryani they serve is enough for two.The chicken pieces are soo Juicy that I can't forget the taste. It's the first time I tried hyderabadi biryani and my first attempt is memorable. But the staff of this restaurant is not at all experienced. But the ambiance of the restaurant is good for family outing... Loved the biryani very much and every biryani lover should give it a try...I assure u that u will not get disheartened.😋😋☺️☺️,positive
"I heard about biryani festival which was going on from 10th November to 10th December. So, we decided to go and taste their new biryani recipe. We ordered chicken reshmi kabab and mutton awadi biryani. Chicken reshmi kabab was horrible. They served biryani in a Eastern pot. The biryani was light and full of dry fruits. The ambiance of the restaurant is really good and their staff's are courteous.",negative
This restaurant is one of the best restaurant for biriyani lover at science City area.. They have started biriyani festival which is going on 10th November to 1oth December .. so we have decided to go to taste some special biriyani .. It is situated near Fortis hospital .. Ambience is too good and classy decor perfect for some family dinner .. We took mutton kachhi biriyani and chicken Lahori .. They served the biriyani in hot earthen pot .. first of all aroma of the biriyani was so good .. quantity of the biriyani for 2 more than enough .. consist of 1 big potato and 1 mutton ..this biriyani was spicy and full of dry fruits .. Chicken Lahori was sweet kind of chicken dish .. perfect combination with kachhi biriyani.. ✨👍,positive
"Went there today as a biriyani festival is going on.the first floor is really well decorated....among the eleven biriyanis we ordered mutton kima biriyani and mutton awadhi biriyani..... Kima biriyani was good...on the spicy side...very less keema pieces and the piece of the mutton was small.... Awadhi biriyani proportion was enough for two..,...but it lacks flavour...only ghee or white oil was coming out of the biriyani...so much unhygienic..,... One thing to note ...do not go by the you tube reviews..they are giving special pieces to them ..to attract more customers...it's a cheating....see the mutton pieces...on the YouTube videos..and see it in reality when you pay your hard earned money...it's totally different experience...kindly don't cheat the customers....give good quality food to them..they thereselfe will praise your food...you need not to feed the YouTubers for free...dada boudi don't allow anyone for eating free .",negative
